working_day,clear_d,cloudy_d,rainy_d,heavy_d,atem,hum,wind_s,casual,registered
1,0,1,0,0,0.512,0.649167,0.0908042,0.12413632254271809,-1.5128556758936396
1,0,0,1,0,0.542333,0.871667,0.104475,0.7770522289552467,-0.42831736044599406
1,0,1,0,0,0.599133,0.79375,0.0665458,0.1751453777311969,-2.04454240771274
1,0,1,0,0,0.607975,0.722917,0.117546,-0.06241107928943296,-1.7835092353962454
1,1,0,0,0,0.580187,0.6275,0.10635,-0.973287064797983,-1.9137051419816222
0,1,0,0,0,0.538521,0.664167,0.268025,-3.1812504536707085,-0.819546439347865
0,0,1,0,0,0.419813,0.708333,0.141162,0.09790309416007185,0.5946504770105374
0,0,1,0,0,0.387608,0.709583,0.189679,-0.0376352524836004,-0.6078979212534102
1,0,1,0,0,0.438112,0.761667,0.1903,0.36023537798653427,-1.3691912272477067
1,1,0,0,0,0.503142,0.630833,0.187821,0.09936049573688553,-2.0875134704773712
1,1,0,0,0,0.431167,0.463333,0.181596,0.020660810588946806,-1.9752756199727364
1,1,0,0,0,0.433071,0.539167,0.235092,-0.3087119457709449,-1.6456170190619794
0,1,0,0,0,0.391396,0.494583,0.146142,-2.0459346253328516,-0.7701617851258256
0,1,0,0,0,0.508204,0.640417,0.278612,-1.7952615541208987,-0.5790367596950755
1,0,1,0,0,0.53915,0.7075,0.296037,0.12850852727315915,-0.9356324447269447
1,1,0,0,0,0.460846,0.558333,0.182221,-0.10759052817065703,-1.8957470859008805
1,1,0,0,0,0.450108,0.692917,0.101371,-0.1906624180490368,-1.8123703969545801
1,0,1,0,0,0.512625,0.728333,0.236937,-0.23292706377663353,-1.8245562207236548
1,0,1,0,0,0.537896,0.815,0.134954,0.13871033831085489,-0.6508689840180419
0,1,0,0,0,0.472842,0.572917,0.117537,-2.8533350988876305,-1.0440221403571353
0,1,0,0,0,0.456429,0.51,0.166054,-1.8710464361152102,-0.6643375260785982
1,1,0,0,0,0.482942,0.568333,0.0814833,0.02649041689620153,-1.6494651739364241
1,1,0,0,0,0.530304,0.641667,0.0945458,0.010458999551251047,-1.9040847547955106
1,1,0,0,0,0.558721,0.63625,0.0727792,0.07749947208468033,-2.0791758015827413
1,0,1,0,0,0.529688,0.800417,0.124375,-0.039092654060414074,-1.8136531152460618
1,0,1,0,0,0.52275,0.807083,0.132467,-0.48651493814221386,-1.6712713848916103
0,0,1,0,0,0.515133,0.72,0.235692,-2.6157786418670006,-0.9959202044265774
0,0,1,0,0,0.467771,0.694583,0.398008,-0.21835304800849673,0.12517558232829223
1,0,0,1,0,0.4394,0.88,0.3582,1.2332189224979286,2.3320924028222887
1,0,1,0,0,0.309909,0.825455,0.213009,1.109339788468766,1.6977882076846653
1,0,1,0,0,0.3611,0.666667,0.166667,0.6254824649666241,-0.9561559373906494
1,0,1,0,0,0.369942,0.581667,0.157346,0.5569845908563811,-1.1953828987519575
1,1,0,0,0,0.356042,0.522083,0.266175,0.3354595511807017,-1.0087473873413928
0,0,1,0,0,0.323846,0.49125,0.270529,-0.2635324968897208,-0.29042514411172804
0,1,0,0,0,0.329538,0.532917,0.179108,-0.5142055681016737,-0.16022923752635135
1,1,0,0,0,0.308075,0.494167,0.236325,0.6852359296159849,-0.7855544046236042
1,1,0,0,0,0.281567,0.567083,0.173513,0.5569845908563811,-1.002975155029726
1,0,1,0,0,0.274621,0.5475,0.304108,0.7610208116102962,-0.6752406315561913
1,1,0,0,0,0.341891,0.333478,0.347835,0.7406171895349047,-0.8458421643232367
1,1,0,0,0,0.355413,0.540833,0.214558,0.20283600769065682,-1.0433807812113944
0,1,0,0,0,0.393937,0.645417,0.0578458,-1.8098355698890356,-0.5065631762263683
0,1,0,0,0,0.421713,0.659167,0.1275,-2.1013158852517715,-0.5809608371322978
0,1,0,0,0,0.475383,0.741667,0.173517,-0.362635804113051,-0.9721899160341688
1,0,1,0,0,0.323225,0.662917,0.342046,0.7595634100334826,-0.07108031626838401
1,1,0,0,0,0.281563,0.552083,0.199625,0.6925229375000533,-0.9401219587471301
1,0,1,0,0,0.324492,0.620417,0.152987,0.7697652210711784,-0.9420460361843525
1,1,0,0,0,0.347204,0.524583,0.171025,0.5307513624737348,-0.9991270001552812
0,1,0,0,0,0.326383,0.545417,0.179729,-0.6774345447048059,-0.42318648728006786
0,1,0,0,0,0.337746,0.692917,0.227612,-0.10759052817065703,-0.058253133353568576
1,0,1,0,0,0.375621,0.623333,0.235067,0.5817604176622136,-0.8939441002537946
1,0,1,0,0,0.380667,0.685,0.082725,0.4578812836330508,-0.9260120575408332
1,1,0,0,0,0.364892,0.61375,0.103246,0.33983175591114273,-0.5610787036143339
0,1,0,0,0,0.350371,0.580417,0.0528708,-0.15568478020550847,1.4021216414981694
1,1,0,0,0,0.378779,0.56875,0.148021,-1.1000810019807732,0.8653040365131432
0,1,0,0,0,0.248742,0.404583,0.376871,0.46079608678667816,1.2257478764194571
0,1,0,0,0,0.257583,0.468333,0.1505,0.7857966384161288,0.9884449924953714
1,1,0,0,0,0.339004,0.535417,0.04665,0.7449893942653458,-0.701536356531563
1,0,1,0,0,0.281558,0.786667,0.237562,1.0568733317034733,-0.11533409732449729
1,1,0,0,0,0.289762,0.50625,0.210821,0.9475682134424473,-0.9016404100026838
1,1,0,0,0,0.298422,0.555652,0.115522,0.8819851424858317,-0.9131848746260177
1,1,0,0,0,0.323867,0.649583,0.0584708,0.7085543548450038,-1.0581320415634323
0,0,1,0,0,0.316904,0.806667,0.0597042,-0.14985517389825376,-0.3744431922037692
0,0,1,0,0,0.359208,0.823333,0.124379,-0.06386848086624664,-0.0646667248109763
1,1,0,0,0,0.455796,0.7675,0.0827208,0.42727585051996353,-1.2973590029247402
1,1,0,0,0,0.469054,0.73375,0.174129,0.43310545682721824,-1.5385100417232704
1,1,0,0,0,0.428012,0.485,0.324021,0.7537338037262279,-1.1171370829715832
1,1,0,0,0,0.258204,0.50875,0.174754,0.7406171895349047,-0.884323713067683
1,0,1,0,0,0.321958,0.764167,0.1306,0.7275005753435816,-0.6431726742691527
0,0,1,0,0,0.389508,0.91125,0.101379,-0.4442502924146171,-0.4956600707487751
0,0,1,0,0,0.390146,0.905417,0.157975,0.5934196302767231,0.5574516465575726
1,0,1,0,0,0.435575,0.925,0.190308,0.7566486068798552,-0.7599000387939732
1,0,1,0,0,0.338363,0.596667,0.296037,0.8251464809900982,-1.002333795883985
1,0,1,0,0,0.297338,0.538333,0.162937,0.7843392368393152,-0.867648375278423
1,1,0,0,0,0.294188,0.485833,0.174129,0.6167380555057419,-0.9305015715610185
1,1,0,0,0,0.294192,0.642917,0.131229,0.6109084491984872,-0.9786035074915765
0,1,0,0,0,0.338383,0.650417,0.10635,0.11830671623546338,-0.4000975580334001
0,0,1,0,0,0.369938,0.83875,0.100742,0.4520516773257961,0.2617850803710767
1,0,1,0,0,0.4015,0.907083,0.0982583,0.9271645913670558,-0.4597439585872919
1,1,0,0,0,0.409708,0.66625,0.221404,0.6050788428912325,-0.9414046770386117
1,1,0,0,0,0.342162,0.625417,0.184092,0.7508190005726005,-0.819546439347865
1,0,1,0,0,0.335217,0.667917,0.132463,0.7785096305320605,-0.1012241961182003
1,0,1,0,0,0.301767,0.556667,0.374383,0.9140479771757327,0.1630157719269978
0,1,0,0,0,0.236113,0.44125,0.407346,0.9373664024047516,1.3546610647133523
0,1,0,0,0,0.259471,0.515417,0.133083,0.6415138823115745,1.4604853237605797
1,0,1,0,0,0.2589,0.791304,0.0772304,0.9825458512859756,1.8664656630144885
0,0,1,0,0,0.294465,0.734783,0.168726,0.5948770318535368,1.977420795227642
1,0,0,1,0,0.220333,0.823333,0.316546,1.2230171114602328,2.067852434777091
1,0,1,0,0,0.226642,0.652917,0.350133,0.876155536178577,1.1475020606390829
1,0,1,0,0,0.255046,0.59,0.155471,0.29756711018354604,0.772948319526472
0,0,1,0,0,0.2424,0.752917,0.124383,1.004406874938181,1.5868330754715119
0,1,0,0,0,0.2317,0.483333,0.350754,0.7056395516913765,1.4264932890363187
1,0,1,0,0,0.223487,0.5775,0.154846,0.5963344334303504,0.8762071419907363
